time	x_norm	y_norm
0.000	0.580	0.507
0.036	0.581	0.507
0.068	0.580	0.511
0.100	0.580	0.505
0.136	0.579	0.511
0.168	0.579	0.512
0.200	0.579	0.514
0.236	0.579	0.514
0.268	0.522	0.523
0.300	0.521	0.524
0.336	0.521	0.528
0.368	0.520	0.532
0.400	0.520	0.531
0.436	0.521	0.532
0.468	0.520	0.531
0.500	0.519	0.530
0.536	0.520	0.531
0.568	0.519	0.532
0.600	0.520	0.532
0.636	0.518	0.533
0.668	0.518	0.536
0.700	0.519	0.532
0.736	0.521	0.528
0.768	0.520	0.531
0.800	0.520	0.535
0.836	0.520	0.536
0.868	0.522	0.531
0.900	0.523	0.535
0.936	0.524	0.533
0.968	0.582	0.503
1.000	0.582	0.509
1.036	0.580	0.515
1.068	0.579	0.512
1.100	0.580	0.512
1.136	0.579	0.516
1.168	0.581	0.514
1.200	0.589	0.509
1.236	0.645	0.512
1.268	0.647	0.514
1.300	0.646	0.518
1.336	0.647	0.519
1.368	0.645	0.520
1.400	0.646	0.521
1.436	0.647	0.520
1.468	0.646	0.520
1.500	0.647	0.520
1.536	0.647	0.521
1.568	0.645	0.522
1.600	0.554	0.535
1.636	0.550	0.537
1.668	0.550	0.536
1.700	0.551	0.537
1.736	0.551	0.537
1.768	0.551	0.537
1.800	0.552	0.539
1.836	0.550	0.537
1.868	0.551	0.540
1.900	0.551	0.538
1.936	0.552	0.540
1.968	0.550	0.537
2.000	0.549	0.537
2.036	0.549	0.536
2.068	0.548	0.536
2.100	0.549	0.535
2.136	0.549	0.535
2.168	0.549	0.536
2.200	0.549	0.536
2.236	0.549	0.532
2.268	0.551	0.535
2.300	0.551	0.536
2.336	0.550	0.534
2.368	0.548	0.536
2.400	0.549	0.539
2.436	0.549	0.540
2.468	0.548	0.541
2.500	0.548	0.543
2.536	0.547	0.544
2.568	0.547	0.546
2.600	0.547	0.543
2.636	0.547	0.544
2.668	0.547	0.542
2.700	0.546	0.543
2.736	0.625	0.520
2.768	0.748	0.496
2.800	0.749	0.497
2.836	0.752	0.499
2.868	0.758	0.507
2.900	0.801	0.505
3.000	0.759	0.540
3.036	0.753	0.540
3.068	0.745	0.536
3.100	0.740	0.534
3.136	0.735	0.529
3.168	0.733	0.525
3.200	0.731	0.523
3.236	0.730	0.523
3.268	0.728	0.523
3.300	0.728	0.520
3.336	0.726	0.520
3.368	0.726	0.521
3.400	0.726	0.524
3.436	0.726	0.522
3.468	0.726	0.520
3.500	0.581	0.489
3.536	0.479	0.471
3.568	0.479	0.473
3.600	0.479	0.475
3.636	0.479	0.480
3.668	0.479	0.481
3.700	0.480	0.484
3.736	0.482	0.483
3.768	0.483	0.483
3.800	0.483	0.482
3.836	0.482	0.488
3.868	0.483	0.487
3.900	0.482	0.488
3.936	0.483	0.484
3.968	0.485	0.486
4.000	0.485	0.484
4.036	0.491	0.484
4.068	0.707	0.450
4.184	0.724	0.451
4.203	0.723	0.454
4.221	0.722	0.458
4.238	0.722	0.460
4.268	0.724	0.465
4.300	0.724	0.471
4.336	0.755	0.525
4.368	0.756	0.525
4.400	0.757	0.527
4.436	0.759	0.528
4.468	0.759	0.529
4.500	0.759	0.529
4.536	0.761	0.532
4.568	0.759	0.531
4.600	0.760	0.537
4.636	0.760	0.537
4.668	0.759	0.539
4.700	0.761	0.538
4.736	0.766	0.541
4.768	0.803	0.519
4.900	0.741	0.550
4.936	0.736	0.564
4.968	0.730	0.560
5.000	0.724	0.556
5.036	0.720	0.553
5.068	0.718	0.549
5.100	0.750	0.523
5.136	0.752	0.518
5.168	0.753	0.523
5.200	0.754	0.522
5.236	0.754	0.527
5.268	0.754	0.527
5.300	0.753	0.523
5.336	0.751	0.526
5.368	0.751	0.523
5.400	0.750	0.524
5.436	0.748	0.528
5.468	0.748	0.530
5.500	0.749	0.533
5.536	0.749	0.534
5.568	0.749	0.536
5.600	0.749	0.537
5.636	0.749	0.536
5.700	0.489	0.504
5.736	0.488	0.503
5.768	0.488	0.509
5.800	0.487	0.512
5.836	0.488	0.516
5.868	0.486	0.512
5.900	0.485	0.515
5.936	0.486	0.517
5.968	0.487	0.519
6.000	0.487	0.517
6.036	0.485	0.516
6.068	0.485	0.517
6.100	0.484	0.514
6.136	0.486	0.518
6.168	0.484	0.518
6.200	0.486	0.520
6.236	0.485	0.518
6.268	0.486	0.517
6.300	0.488	0.517
6.336	0.476	0.514
6.368	0.471	0.514
6.400	0.471	0.519
6.436	0.471	0.520
6.468	0.470	0.521
6.500	0.471	0.523
6.536	0.471	0.525
6.568	0.470	0.525
6.600	0.469	0.524
6.636	0.470	0.525
6.668	0.469	0.528
6.700	0.469	0.529
6.736	0.468	0.528
6.768	0.469	0.527
6.800	0.469	0.532
6.836	0.468	0.532
6.868	0.469	0.529
6.900	0.470	0.529
6.936	0.469	0.532
6.968	0.470	0.532
7.000	0.472	0.530
7.036	0.472	0.527
7.068	0.473	0.525
7.100	0.474	0.525
7.136	0.475	0.528
7.168	0.474	0.524
7.200	0.473	0.520
7.236	0.474	0.519
7.268	0.474	0.515
7.300	0.474	0.513
7.336	0.474	0.514
7.368	0.473	0.515
7.400	0.473	0.514
7.436	0.472	0.514
7.468	0.473	0.515
7.500	0.473	0.512
7.536	0.473	0.516
7.568	0.472	0.513
7.600	0.473	0.515
7.636	0.473	0.513
7.668	0.473	0.511
7.700	0.473	0.511
7.736	0.475	0.510
7.768	0.474	0.515
7.800	0.474	0.515
7.836	0.474	0.517
7.868	0.474	0.516
7.900	0.476	0.514
7.936	0.474	0.520
7.968	0.473	0.520
8.000	0.477	0.518
8.036	0.474	0.511
8.068	0.476	0.505
8.100	0.475	0.507
8.136	0.473	0.509
8.168	0.475	0.503
8.200	0.476	0.506
8.236	0.474	0.510
8.268	0.475	0.509
8.300	0.475	0.510
8.336	0.475	0.505
8.368	0.477	0.506
8.400	0.475	0.509
8.436	0.477	0.509
8.468	0.476	0.510
8.500	0.476	0.506
8.536	0.477	0.509
8.568	0.477	0.510
8.600	0.476	0.510
8.636	0.477	0.512
8.668	0.477	0.511
8.700	0.477	0.512
8.736	0.477	0.510
8.768	0.476	0.513
8.800	0.477	0.511
8.836	0.476	0.514
8.868	0.478	0.515
8.900	0.477	0.514
8.936	0.477	0.517
8.968	0.479	0.514
9.000	0.479	0.517
9.036	0.480	0.516
9.068	0.479	0.520
9.100	0.480	0.517
9.136	0.479	0.512
9.168	0.481	0.513
9.200	0.484	0.513
9.236	0.484	0.514
9.268	0.483	0.512
9.300	0.483	0.513
9.336	0.481	0.511
9.368	0.482	0.510
9.400	0.482	0.512
9.436	0.482	0.506
9.468	0.481	0.510
9.500	0.482	0.512
9.536	0.482	0.509
9.568	0.482	0.507
9.600	0.481	0.507
9.636	0.481	0.506
9.668	0.482	0.504
9.700	0.482	0.502
9.736	0.482	0.504
9.768	0.483	0.502
9.800	0.484	0.500
9.836	0.485	0.499
9.868	0.486	0.499
9.900	0.487	0.501
9.936	0.488	0.502
9.968	0.488	0.502
10.000	0.488	0.503
10.036	0.487	0.502
10.068	0.487	0.501
10.100	0.487	0.502
10.136	0.488	0.500
10.168	0.488	0.501
10.200	0.488	0.503
10.236	0.487	0.503
10.268	0.486	0.505
10.300	0.485	0.507
10.336	0.487	0.508
10.368	0.486	0.510
10.400	0.486	0.512
10.436	0.486	0.512
